League,Season,Last Name,FirstName,Age,Country,Team Name,Posistion,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Goals Scored,Total Yellow Cards,Total Red cards,Total YellowRed cards,Goals Per Game Time,Goals Per Appearence,Number of Substituions per Game,Avg Minutes per Appearence,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
First League,2021,Richkov,Andrej,26,North Macedonia,FK Pelister,Defender,14,1260.0,0,0,0,2,0,0,0,0.0015873015873015873,0.14285714285714285,0.0,90.0,0.0,0.0,0.0
First League,2021,Alchevski,Marko,22,North Macedonia,Borec,Goalkeeper,9,810.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2021,Gjorgjievski,Marko,24,North Macedonia,KF Shkupi,Attacker,26,722.0,23,23,23,4,1,0,0,0.00554016620498615,0.15384615384615385,1.7692307692307692,27.76923076923077,0.03601108033240997,0.0,0.0
First League,2021,Spahiu,Ediz,23,North Macedonia,GFK Tikvesh,Attacker,32,2129.0,7,7,7,4,4,0,0,0.0018788163457022077,0.125,0.4375,66.53125,0.060122123062470646,0.0,0.0
First League,2021,Lazarevikj,Stefan,27,North Macedonia,FK Makedonija G.P.,Midfielder,30,2533.0,1,1,1,1,8,0,1,0.00039478878799842083,0.03333333333333333,0.06666666666666667,84.43333333333334,0.094749309119621,0.0,0.011843663639952625
First League,2021,Ignatov,Leonid,22,North Macedonia,FK Skopje,Midfielder,25,1558.0,5,5,5,3,4,0,0,0.0019255455712451862,0.12,0.4,62.32,0.06418485237483953,0.0,0.0
First League,2021,Mihailov,Filip,26,North Macedonia,Brera Strumica,Midfielder,1,9.0,1,1,1,0,0,0,0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
First League,2021,Petkovski,Stojan,28,North Macedonia,GFK Tikvesh,Midfielder,21,723.0,14,14,14,0,4,1,0,0.0,0.0,1.3333333333333333,34.42857142857143,0.11618257261410787,0.02904564315352697,0.0
First League,2021,Varelovski,Aleksandar,36,North Macedonia,GFK Tikvesh,Midfielder,27,2395.0,0,0,0,2,10,0,2,0.0008350730688935282,0.07407407407407407,0.0,88.70370370370371,0.11273486430062629,0.0,0.02254697286012526
First League,2021,Donchev,Gligor,26,North Macedonia,GFK Tikvesh,Midfielder,12,489.0,8,8,8,0,1,0,0,0.0,0.0,1.3333333333333333,40.75,0.024539877300613498,0.0,0.0
First League,2021,Maleski,Hristijan,22,North Macedonia,FC Struga,Midfielder,15,753.0,3,3,3,1,2,0,0,0.0013280212483399733,0.06666666666666667,0.4,50.2,0.0398406374501992,0.0,0.0
First League,2021,Todorov,Martin,21,North Macedonia,GFK Tikvesh,Midfielder,13,474.0,10,10,10,0,2,0,0,0.0,0.0,1.5384615384615385,36.46153846153846,0.05485232067510549,0.0,0.0
First League,2021,Tasev,Danail,22,North Macedonia,GFK Tikvesh,Midfielder,14,426.0,10,10,10,0,0,0,0,0.0,0.0,1.4285714285714286,30.428571428571427,0.0,0.0,0.0
First League,2021,Churlinov,Kristijan,23,North Macedonia,FK Skopje,Defender,18,1289.0,4,4,4,0,4,0,0,0.0,0.0,0.4444444444444444,71.61111111111111,0.05585725368502715,0.0,0.0
First League,2021,Poposki,Dimitrij,22,North Macedonia,FK Rabotnicki,Midfielder,1,1.0,1,1,1,0,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
First League,2021,Mojsov,Daniel,37,North Macedonia,FK Bregalnica Štip,Defender,22,1762.0,2,2,2,0,3,0,1,0.0,0.0,0.18181818181818182,80.0909090909091,0.03745743473325766,0.0,0.012485811577752554
First League,2021,Dita,Bruno,31,Albania,KF Shkëndija,Midfielder,28,1956.0,5,5,5,1,6,0,0,0.0005112474437627812,0.03571428571428571,0.35714285714285715,69.85714285714286,0.08588957055214723,0.0,0.0
First League,2021,Zuka,Fisnik,29,North Macedonia,KF Renova,Midfielder,13,1070.0,1,1,1,0,1,0,0,0.0,0.0,0.15384615384615385,82.3076923076923,0.012149532710280374,0.0,0.0
First League,2021,Qaka,Kamer,29,Kosovo,KF Shkëndija,Midfielder,4,169.0,2,2,2,0,1,0,0,0.0,0.0,1.0,42.25,0.023668639053254437,0.0,0.0
First League,2021,Shala,Adenis,26,Kosovo,KF Shkëndija,Attacker,28,2073.0,6,6,6,4,5,0,0,0.001929570670525808,0.14285714285714285,0.42857142857142855,74.03571428571429,0.06753497346840327,0.0,0.0
First League,2021,Abdula,Dzhelil,33,North Macedonia,KF Renova,Defender,30,2620.0,0,0,0,1,6,1,0,0.0003816793893129771,0.03333333333333333,0.0,87.33333333333333,0.06870229007633588,0.011450381679389313,0.0
First League,2021,Timovski,Angelche,30,North Macedonia,KF Shkëndija,Defender,27,1807.0,8,8,8,2,2,0,0,0.0011068068622025456,0.07407407407407407,0.5925925925925926,66.92592592592592,0.029883785279468732,0.0,0.0
First League,2021,Dimovski,Stojan,42,North Macedonia,GFK Tikvesh,Goalkeeper,16,1440.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2021,Ivanovski,Ivan,29,North Macedonia,GFK Tikvesh,Attacker,26,1990.0,4,4,4,4,1,0,0,0.0020100502512562816,0.15384615384615385,0.3076923076923077,76.53846153846153,0.013065326633165831,0.0,0.0
First League,2021,Ademi,Fiton,22,North Macedonia,FC Struga,Attacker,17,658.0,7,7,7,0,2,0,0,0.0,0.0,0.8235294117647058,38.705882352941174,0.05167173252279635,0.0,0.0
First League,2021,Ramadani,Florent,24,North Macedonia,KF Shkëndija,Midfielder,21,1295.0,3,3,3,3,6,0,0,0.0023166023166023165,0.14285714285714285,0.2857142857142857,61.666666666666664,0.0972972972972973,0.0,0.0
First League,2021,Merdzhani,Zija,29,North Macedonia,KF Shkëndija,Defender,15,810.0,5,5,5,0,1,0,0,0.0,0.0,0.6666666666666666,54.0,0.018518518518518517,0.0,0.0
First League,2021,Rizov,Kristijan,28,North Macedonia,GFK Tikvesh,Defender,4,60.0,4,4,4,1,1,0,0,0.016666666666666666,0.25,2.0,15.0,0.06666666666666667,0.0,0.0
First League,2021,Kirovski,Andrej,25,North Macedonia,FK Rabotnicki,Defender,16,876.0,5,5,5,0,4,0,0,0.0,0.0,0.625,54.75,0.0730593607305936,0.0,0.0
First League,2021,Krstevski,Viktor,22,North Macedonia,FK Pelister,Defender,7,514.0,1,1,1,0,2,0,0,0.0,0.0,0.2857142857142857,73.42857142857143,0.027237354085603113,0.0,0.0
First League,2021,Krstevski,Vane,21,North Macedonia,Brera Strumica,Midfielder,24,1104.0,7,7,7,1,2,0,0,0.0009057971014492754,0.041666666666666664,0.5833333333333334,46.0,0.043478260869565216,0.0,0.0
First League,2021,Abazi,Rejjan,22,Canada,KF Shkupi,Attacker,1,6.0,1,1,1,0,0,0,0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
First League,2021,Abazi,Anid,22,North Macedonia,KF Shkupi,Attacker,2,104.0,1,1,1,1,1,0,0,0.009615384615384616,0.5,1.0,52.0,0.019230769230769232,0.0,0.0
First League,2021,Ramadani,Reshat,21,North Macedonia,KF Shkëndija,Midfielder,7,131.0,6,6,6,1,3,0,0,0.007633587786259542,0.14285714285714285,1.7142857142857142,18.714285714285715,0.16030534351145037,0.0,0.0
First League,2021,Damjanoski,Blazhe,20,North Macedonia,GFK Tikvesh,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Cake,Klisman,25,Albania,KF Shkëndija,Defender,11,748.0,3,3,3,0,0,0,0,0.0,0.0,0.5454545454545454,68.0,0.0,0.0,0.0
First League,2021,Taleski,Davor,29,North Macedonia,FC Struga,Goalkeeper,30,2700.0,0,0,0,0,4,0,0,0.0,0.0,0.0,90.0,0.044444444444444446,0.0,0.0
First League,2021,Ibraimi,Besart,38,North Macedonia,KF Shkëndija,Attacker,5,368.0,1,1,1,2,0,0,0,0.005434782608695652,0.4,0.4,73.6,0.0,0.0,0.0
First League,2021,Efremov,Andreja,32,North Macedonia,FK Skopje,Goalkeeper,30,2624.0,0,0,0,0,0,0,0,0.0,0.0,0.0,87.46666666666667,0.0,0.0,0.0
First League,2021,Trapanovski,Kristijan,25,North Macedonia,KF Shkupi,Attacker,32,1349.0,19,19,19,4,3,0,0,0.0029651593773165306,0.125,1.1875,42.15625,0.07116382505559674,0.0,0.0
First League,2021,Radeski,Marjan,29,North Macedonia,KF Shkupi,Attacker,30,1907.0,7,7,7,6,7,0,0,0.003146303093864709,0.2,0.4666666666666667,63.56666666666667,0.1101206082852648,0.0,0.0
First League,2021,Ilieski,Darko,29,North Macedonia,FC Struga,Defender,13,945.0,3,3,3,1,7,0,0,0.0010582010582010583,0.07692307692307693,0.46153846153846156,72.6923076923077,0.0962962962962963,0.0,0.0
First League,2021,Dodev,Darko,26,North Macedonia,FK Bregalnica Štip,Attacker,30,1778.0,8,8,8,2,11,0,2,0.0011248593925759281,0.06666666666666667,0.5333333333333333,59.266666666666666,0.18560179977502814,0.0,0.03374578177727784
First League,2021,Adem,Ali,24,North Macedonia,KF Shkupi,Midfielder,17,851.0,10,10,10,0,3,0,0,0.0,0.0,1.1764705882352942,50.05882352941177,0.059929494712103404,0.0,0.0
First League,2021,Kocev,Stefan,30,North Macedonia,FK Bregalnica Štip,Defender,25,1828.0,3,3,3,1,7,0,0,0.0005470459518599562,0.04,0.24,73.12,0.09573304157549234,0.0,0.0
First League,2021,Ackovski,Kristijan,26,North Macedonia,FK Bregalnica Štip,Midfielder,32,2365.0,3,3,3,2,8,0,0,0.0008456659619450317,0.0625,0.1875,73.90625,0.10824524312896405,0.0,0.0
First League,2021,Vosha,Arbi,23,North Macedonia,FK Makedonija G.P.,Attacker,32,2253.0,3,3,3,8,4,0,0,0.003550821127385708,0.25,0.1875,70.40625,0.056813138038171326,0.0,0.0
First League,2021,Denkovski,David,24,North Macedonia,FK Bregalnica Štip,Goalkeeper,29,2589.0,0,0,0,0,3,0,0,0.0,0.0,0.0,89.27586206896552,0.033603707995365,0.0,0.0
First League,2021,Mladenovski,Mario,24,North Macedonia,FK Makedonija G.P.,Defender,22,1625.0,4,4,4,1,1,1,0,0.0006153846153846154,0.045454545454545456,0.36363636363636365,73.86363636363636,0.01353846153846154,0.01353846153846154,0.0
First League,2021,Sheji,Blerton,24,North Macedonia,KF Shkupi,Defender,30,2487.0,1,1,1,0,11,0,0,0.0,0.0,0.06666666666666667,82.9,0.13268998793727382,0.0,0.0
First League,2021,Amzai,Astrit,22,North Macedonia,KF Shkëndija,Goalkeeper,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2021,Iljazi,Artan,25,North Macedonia,KF Shkupi,Goalkeeper,3,270.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2021,Ramani,Ferat,30,North Macedonia,KF Shkëndija,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Sulejman,Umerfaruk,19,North Macedonia,KF Shkupi,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Chajani,Sufjan,20,North Macedonia,KF Shkupi,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Martinaga,Marko,26,Croatia,Brera Strumica,Defender,31,2255.0,6,6,6,1,6,0,0,0.0004434589800443459,0.03225806451612903,0.3870967741935484,72.74193548387096,0.08248337028824834,0.0,0.0
First League,2021,Radić,Sava,26,Serbia,FC Struga,Defender,12,1080.0,0,0,0,1,5,0,0,0.000925925925925926,0.08333333333333333,0.0,90.0,0.05555555555555555,0.0,0.0
First League,2021,Shabani,Bunjamin,33,North Macedonia,FC Struga,Midfielder,32,2820.0,1,1,1,4,6,0,0,0.0014184397163120568,0.125,0.0625,88.125,0.06808510638297872,0.0,0.0
First League,2021,Neziri,Medzhit,34,North Macedonia,KF Shkëndija,Defender,27,2217.0,3,3,3,0,7,0,0,0.0,0.0,0.2222222222222222,82.11111111111111,0.08525033829499323,0.0,0.0
First League,2021,Tairi,Flamur,34,North Macedonia,FC Struga,Midfielder,16,360.0,14,14,14,0,2,0,0,0.0,0.0,1.75,22.5,0.08888888888888889,0.0,0.0
First League,2021,Tofiloski,Darko,38,North Macedonia,GFK Tikvesh,Goalkeeper,6,540.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2021,Bojku,Besmir,29,North Macedonia,FC Struga,Midfielder,28,2314.0,2,2,2,2,10,0,0,0.000864304235090752,0.07142857142857142,0.14285714285714285,82.64285714285714,0.12100259291270528,0.0,0.0
First League,2021,Đorđević,Krsta,31,Serbia,Borec,Midfielder,27,2019.0,5,5,5,7,3,0,0,0.003467062902426944,0.25925925925925924,0.37037037037037035,74.77777777777777,0.04011887072808321,0.0,0.0
First League,2021,Naumoski,Jordancho,29,North Macedonia,GFK Tikvesh,Midfielder,9,474.0,3,3,3,0,3,0,0,0.0,0.0,0.6666666666666666,52.666666666666664,0.0569620253164557,0.0,0.0
First League,2021,Nasser,Yassin,24,Netherlands,FK Skopje,Attacker,8,295.0,5,5,5,0,0,0,0,0.0,0.0,1.25,36.875,0.0,0.0,0.0
First League,2021,Todorovski,Dimitar,22,North Macedonia,FK Rabotnicki,Midfielder,29,1738.0,10,10,10,3,4,0,0,0.0017261219792865361,0.10344827586206896,0.6896551724137931,59.93103448275862,0.06674338319907941,0.0,0.0
First League,2021,Kasami,Ard,26,North Macedonia,FC Struga,Midfielder,14,884.0,4,4,4,0,2,0,0,0.0,0.0,0.5714285714285714,63.142857142857146,0.03167420814479638,0.0,0.0
First League,2021,Kitanovski,Kristijan,22,North Macedonia,FC Struga,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Kudijan,Andrej,27,North Macedonia,FK Bregalnica Štip,Attacker,2,16.0,2,2,2,0,0,0,0,0.0,0.0,2.0,8.0,0.0,0.0,0.0
First League,2021,Delov,Metodija,31,North Macedonia,GFK Tikvesh,Defender,27,1770.0,8,8,8,0,3,0,0,0.0,0.0,0.5925925925925926,65.55555555555556,0.04576271186440678,0.0,0.0
First League,2021,Ziba,Arion,23,North Macedonia,FC Struga,Midfielder,1,46.0,0,0,0,0,0,0,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
First League,2021,Mirseloski,Raif,40,North Macedonia,FC Struga,Goalkeeper,3,270.0,0,0,0,0,2,0,0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2021,Dujovski,Vladimir,28,North Macedonia,FK Bregalnica Štip,Midfielder,18,541.0,14,14,14,1,4,0,0,0.0018484288354898336,0.05555555555555555,1.5555555555555556,30.055555555555557,0.133086876155268,0.0,0.0
First League,2021,Bozhinoski,Antonio,24,North Macedonia,FK Skopje,Midfielder,10,306.0,8,8,8,1,1,0,0,0.0032679738562091504,0.1,1.6,30.6,0.032679738562091505,0.0,0.0
First League,2021,Kocev,Hristijan,24,North Macedonia,FK Makedonija G.P.,Defender,1,58.0,0,0,0,0,0,0,0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
First League,2021,Živulić,Diego,32,Croatia,FK Bregalnica Štip,Midfielder,8,380.0,3,3,3,0,1,0,0,0.0,0.0,0.75,47.5,0.021052631578947368,0.0,0.0
First League,2021,Margvelashvili,Gagi,28,Georgia,KF Shkupi,Defender,14,1255.0,0,0,0,1,3,0,1,0.0007968127490039841,0.07142857142857142,0.0,89.64285714285714,0.03346613545816733,0.0,0.011155378486055778
First League,2021,Kutsia,Giorgi,25,Georgia,FK Rabotnicki,Midfielder,11,422.0,7,7,7,0,3,0,0,0.0,0.0,1.2727272727272727,38.36363636363637,0.07819905213270141,0.0,0.0
First League,2021,Đokić,Milan,27,Serbia,FK Bregalnica Štip,Attacker,30,1354.0,17,17,17,9,5,0,0,0.0066469719350073855,0.3,1.1333333333333333,45.13333333333333,0.11078286558345643,0.0,0.0
First League,2021,Rnić,Miloš,31,Serbia,Borec,Goalkeeper,16,1396.0,0,0,0,0,2,0,0,0.0,0.0,0.0,87.25,0.022922636103151862,0.0,0.0
First League,2021,Eskić,Nikola,27,Bosnia and Herzegovina,FK Bregalnica Štip,Midfielder,28,2358.0,0,0,0,2,7,0,0,0.0008481764206955047,0.07142857142857142,0.0,84.21428571428571,0.08312128922815946,0.0,0.0
First League,2021,Rušević,Anes,28,Serbia,FK Rabotnicki,Attacker,11,840.0,2,2,2,3,4,0,0,0.0035714285714285713,0.2727272727272727,0.36363636363636365,76.36363636363636,0.05238095238095238,0.0,0.0
First League,2021,Damnjanović,Uroš,29,Serbia,FK Bregalnica Štip,Midfielder,15,1122.0,2,2,2,4,3,0,0,0.0035650623885918,0.26666666666666666,0.26666666666666666,74.8,0.040106951871657755,0.0,0.0
First League,2021,Rodríguez Pacheco,Santiago Alfonzo,23,Venezuela,FK Rabotnicki,Midfielder,14,493.0,8,8,8,0,3,0,0,0.0,0.0,1.1428571428571428,35.214285714285715,0.08519269776876268,0.0,0.0
First League,2021,Naumovski,Kristijan,36,North Macedonia,KF Shkupi,Goalkeeper,30,2700.0,0,0,0,0,4,0,0,0.0,0.0,0.0,90.0,0.044444444444444446,0.0,0.0
First League,2021,Krivák,Ján,31,Slovakia,KF Shkëndija,Defender,27,2364.0,0,0,0,4,13,0,1,0.001692047377326565,0.14814814814814814,0.0,87.55555555555556,0.1484771573604061,0.0,0.011421319796954314
First League,2021,Angelov,Viktor,30,Germany,Brera Strumica,Attacker,14,542.0,9,9,9,2,0,0,0,0.0036900369003690036,0.14285714285714285,1.2857142857142858,38.714285714285715,0.0,0.0,0.0
First League,2021,Trajanovski,Filip,25,North Macedonia,FK Skopje,Defender,5,318.0,2,2,2,1,2,0,0,0.0031446540880503146,0.2,0.8,63.6,0.031446540880503145,0.0,0.0
First League,2021,Mirchevski,Martin,27,North Macedonia,Brera Strumica,Attacker,18,1548.0,0,0,0,16,5,0,0,0.0103359173126615,0.8888888888888888,0.0,86.0,0.05813953488372093,0.0,0.0
First League,2021,Imeri,Omar,25,North Macedonia,KF Shkupi,Midfielder,14,381.0,10,10,10,2,2,0,0,0.005249343832020997,0.14285714285714285,1.4285714285714286,27.214285714285715,0.07349081364829396,0.0,0.0
First League,2021,Krstovski,Mario,26,North Macedonia,FK Makedonija G.P.,Attacker,7,386.0,3,3,3,0,0,0,0,0.0,0.0,0.8571428571428571,55.142857142857146,0.0,0.0,0.0
First League,2021,Adetunji,Sunday,27,Nigeria,KF Shkupi,Attacker,28,2237.0,1,1,1,20,8,0,0,0.008940545373267769,0.7142857142857143,0.07142857142857142,79.89285714285714,0.10013410818059902,0.0,0.0
First League,2021,Stankovski,Luka,22,North Macedonia,FK Rabotnicki,Midfielder,18,1464.0,1,1,1,3,4,0,0,0.0020491803278688526,0.16666666666666666,0.1111111111111111,81.33333333333333,0.049180327868852465,0.0,0.0
First League,2021,Stojchevski,Andrej,21,North Macedonia,Brera Strumica,Defender,9,370.0,5,5,5,1,4,0,0,0.002702702702702703,0.1111111111111111,1.1111111111111112,41.111111111111114,0.09729729729729729,0.0,0.0
First League,2021,Senghor,Faustin,30,Senegal,KF Shkupi,Defender,31,2725.0,0,0,0,4,9,0,1,0.0014678899082568807,0.12903225806451613,0.0,87.90322580645162,0.10238532110091743,0.0,0.011376146788990826
First League,2021,Guri,Sindrit,31,Albania,KF Shkëndija,Attacker,25,1878.0,5,5,5,10,5,0,0,0.005324813631522897,0.4,0.4,75.12,0.06656017039403621,0.0,0.0
First League,2021,da Silva Inácio,Queven,26,Brazil,KF Shkupi,Midfielder,14,1182.0,0,0,0,3,9,0,0,0.0025380710659898475,0.21428571428571427,0.0,84.42857142857143,0.1065989847715736,0.0,0.0
First League,2021,Islamović,Adnan,27,Serbia,Borec,Defender,8,171.0,6,6,6,0,1,0,0,0.0,0.0,1.5,21.375,0.04678362573099415,0.0,0.0
First League,2021,Rwatubyaye,Abdul,28,Rwanda,KF Shkupi,Defender,16,1367.0,1,1,1,2,3,0,0,0.001463057790782736,0.125,0.125,85.4375,0.03511338697878566,0.0,0.0
First League,2021,Mecinovikj,Jasmin,34,North Macedonia,FC Struga,Defender,14,1245.0,0,0,0,0,3,0,0,0.0,0.0,0.0,88.92857142857143,0.033734939759036145,0.0,0.0
First League,2021,Rašo,Momčilo,27,Montenegro,FK Rabotnicki,Defender,11,990.0,0,0,0,1,1,0,0,0.00101010101010101,0.09090909090909091,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2021,Hamidi,Walid,28,Algeria,KF Shkupi,Attacker,33,2177.0,7,7,7,1,4,0,0,0.00045934772622875517,0.030303030303030304,0.42424242424242425,65.96969696969697,0.06063389986219568,0.0,0.0
First League,2021,Kamara,Abu Razard,27,Liberia,FK Makedonija G.P.,Attacker,12,367.0,8,8,8,3,3,0,0,0.008174386920980926,0.25,1.3333333333333333,30.583333333333332,0.09809264305177112,0.0,0.0
First League,2021,Doriev,Ljupcho,29,North Macedonia,KF Shkëndija,Attacker,30,1937.0,11,11,11,10,7,0,0,0.005162622612287042,0.3333333333333333,0.7333333333333333,64.56666666666666,0.10841507485802789,0.0,0.0
First League,2021,Berisha,Jakup,24,North Macedonia,FK Pelister,Midfielder,31,1907.0,6,6,6,0,3,0,0,0.0,0.0,0.3870967741935484,61.516129032258064,0.04876769795490299,0.0,0.0
First League,2021,Jovanovski,Marko,36,North Macedonia,Brera Strumica,Goalkeeper,32,2880.0,0,0,0,0,6,0,0,0.0,0.0,0.0,90.0,0.06666666666666667,0.0,0.0
First League,2021,Guera Djou,Jessie,27,Cameroon,KF Shkëndija,Midfielder,23,1619.0,6,6,6,0,5,0,0,0.0,0.0,0.5217391304347826,70.3913043478261,0.07103150092649783,0.0,0.0
First League,2021,Cooper,Godberg Barry,27,Italy,FK Makedonija G.P.,Attacker,10,368.0,6,6,6,2,2,0,0,0.005434782608695652,0.2,1.2,36.8,0.05434782608695653,0.0,0.0
First League,2021,Jobe,Pa Omar,26,Gambia,FC Struga,Attacker,12,768.0,5,5,5,3,4,0,0,0.00390625,0.25,0.8333333333333334,64.0,0.0625,0.0,0.0
First League,2021,Danfa,Mamadou Lamine,23,Senegal,KF Shkupi,Midfielder,10,542.0,3,3,3,0,3,0,0,0.0,0.0,0.6,54.2,0.055350553505535055,0.0,0.0
First League,2021,Radjen,Danilo,30,USA,Borec,Defender,19,1710.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2021,Gjorgievski,Martin,19,North Macedonia,Brera Strumica,Attacker,8,240.0,6,6,6,0,0,0,0,0.0,0.0,1.5,30.0,0.0,0.0,0.0
First League,2021,Elmas,Muhamed,18,North Macedonia,FK Rabotnicki,Midfielder,2,4.0,2,2,2,0,0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
First League,2021,Nazifi,Zani,19,North Macedonia,KF Shkëndija,Attacker,6,86.0,5,5,5,0,1,0,0,0.0,0.0,1.6666666666666667,14.333333333333334,0.06976744186046512,0.0,0.0
First League,2021,Nikolovski,Teodor,19,North Macedonia,FK Rabotnicki,Midfielder,3,7.0,3,3,3,0,0,0,0,0.0,0.0,2.0,2.3333333333333335,0.0,0.0,0.0
First League,2021,Ferati,Besnik,24,North Macedonia,KF Shkupi,Midfielder,1,6.0,1,1,1,0,0,0,0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
First League,2021,Pere,Miklovan,33,Albania,FC Struga,Defender,23,1821.0,2,2,2,0,7,0,2,0.0,0.0,0.17391304347826086,79.17391304347827,0.08841295991213619,0.0,0.025260845689181768
First League,2021,Álvarez Rodríguez,Freddy Antonio,29,Costa Rica,KF Shkupi,Midfielder,31,2722.0,0,0,0,8,4,1,0,0.0029390154298310064,0.25806451612903225,0.0,87.80645161290323,0.0455547391623806,0.01138868479059515,0.0
First League,2021,Kadriu,Florijan,28,North Macedonia,FC Struga,Attacker,25,1323.0,12,12,12,0,7,0,0,0.0,0.0,0.96,52.92,0.13227513227513227,0.0,0.0
First League,2021,Bejtulai,Egzon,30,North Macedonia,KF Shkëndija,Defender,28,2448.0,1,1,1,0,9,0,0,0.0,0.0,0.07142857142857142,87.42857142857143,0.10294117647058823,0.0,0.0
First League,2021,Zejnullai,Arbin,25,North Macedonia,FK Rabotnicki,Midfielder,15,1200.0,2,2,2,0,2,0,0,0.0,0.0,0.26666666666666666,80.0,0.025,0.0,0.0
First League,2021,Aleksovski,Igor,29,North Macedonia,KF Renova,Goalkeeper,5,450.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2021,Ramadani,Besir,24,North Macedonia,FC Struga,Defender,18,1146.0,4,4,4,0,2,0,0,0.0,0.0,0.4444444444444444,63.666666666666664,0.031413612565445025,0.0,0.0
First League,2021,Dimoski,Bojan,23,North Macedonia,Brera Strumica,Midfielder,14,1205.0,0,0,0,2,3,0,0,0.0016597510373443983,0.14285714285714285,0.0,86.07142857142857,0.034854771784232366,0.0,0.0
First League,2021,Sadiki,Nehar,26,North Macedonia,Borec,Defender,25,2174.0,2,2,2,0,5,0,0,0.0,0.0,0.16,86.96,0.057497700091996326,0.0,0.0
First League,2021,Muharem,Suhejlj,23,North Macedonia,FC Struga,Attacker,11,537.0,2,2,2,0,0,0,0,0.0,0.0,0.36363636363636365,48.81818181818182,0.0,0.0,0.0
First League,2021,Atanaskoski,David,28,North Macedonia,FK Makedonija G.P.,Defender,14,1260.0,0,0,0,1,2,0,0,0.0007936507936507937,0.07142857142857142,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2021,Lichina,Esmin,26,North Macedonia,FK Makedonija G.P.,Midfielder,19,1355.0,5,5,5,0,4,1,0,0.0,0.0,0.5263157894736842,71.3157894736842,0.05608856088560886,0.014022140221402215,0.0
First League,2021,Velii,Hadis,34,North Macedonia,KF Renova,Goalkeeper,28,2520.0,0,0,0,0,2,0,0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2021,Alii,Ramin,23,North Macedonia,KF Shkupi,Midfielder,4,63.0,4,4,4,0,1,0,0,0.0,0.0,2.0,15.75,0.06349206349206349,0.0,0.0
First League,2021,Kahrimanović,Amir,25,Croatia,KF Renova,Midfielder,14,680.0,6,6,6,1,3,0,1,0.0014705882352941176,0.07142857142857142,0.8571428571428571,48.57142857142857,0.061764705882352944,0.0,0.020588235294117647
First League,2021,Maksimov,Metodi,22,North Macedonia,FK Rabotnicki,Defender,26,1716.0,7,7,7,4,5,0,0,0.002331002331002331,0.15384615384615385,0.5384615384615384,66.0,0.07575757575757576,0.0,0.0
First League,2021,Manev,Jovan,23,North Macedonia,FK Bregalnica Štip,Defender,30,2448.0,2,2,2,2,11,0,0,0.0008169934640522876,0.06666666666666667,0.13333333333333333,81.6,0.13480392156862747,0.0,0.0
First League,2021,Ismaili,Ysni,22,Albania,FK Pelister,Defender,16,1327.0,1,1,1,0,2,0,0,0.0,0.0,0.125,82.9375,0.024114544084400905,0.0,0.0
First League,2021,Iseni,Besir,24,North Macedonia,FC Struga,Defender,9,622.0,2,2,2,0,5,0,0,0.0,0.0,0.4444444444444444,69.11111111111111,0.07234726688102894,0.0,0.0
First League,2021,Poznyak,Aleksandr,30,Belarus,FK Rabotnicki,Defender,17,1486.0,0,0,0,0,4,0,0,0.0,0.0,0.0,87.41176470588235,0.045760430686406464,0.0,0.0
