League,Season,Last Name,FirstName,Age,Country,Team Name,Posistion,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Goals Scored,Total Yellow Cards,Total Red cards,Total YellowRed cards,Goals Per Game Time,Goals Per Appearence,Number of Substituions per Game,Avg Minutes per Appearence,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
First League,2021,Stoilov Minchev,Ivan,33,Bulgaria,FK Bregalnica Štip,Midfielder,4,245.0,1,1,1,0,2,0,0,0.0,0.0,0.5,61.25,0.0326530612244898,0.0,0.0
First League,2021,Hasani,Ferhan,34,North Macedonia,KF Shkëndija,Midfielder,13,820.0,5,5,5,2,2,0,0,0.0024390243902439024,0.15384615384615385,0.7692307692307693,63.07692307692308,0.03170731707317073,0.0,0.0
First League,2021,Bihorac,Faruk,28,Serbia,Brera Strumica,Defender,23,1802.0,3,3,3,3,4,0,1,0.001664816870144284,0.13043478260869565,0.2608695652173913,78.34782608695652,0.05105438401775805,0.0,0.012763596004439513
First League,2021,Juffo,Nildo Victor,31,Brazil,FK Pelister,Midfielder,15,1184.0,2,2,2,3,4,0,0,0.002533783783783784,0.2,0.26666666666666666,78.93333333333334,0.05067567567567567,0.0,0.0
First League,2021,Pavić,Antonio,30,Germany,KF Shkëndija,Defender,5,450.0,0,0,0,0,2,0,0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2021,Hadžanović,Adis,31,Bosnia and Herzegovina,Brera Strumica,Midfielder,26,2238.0,1,1,1,1,6,0,0,0.00044682752457551384,0.038461538461538464,0.07692307692307693,86.07692307692308,0.06970509383378015,0.0,0.0
First League,2021,Kitanovski,Tome,32,North Macedonia,FC Struga,Defender,4,152.0,3,3,3,1,3,0,0,0.006578947368421052,0.25,1.5,38.0,0.07894736842105263,0.0,0.0
First League,2021,Osmanoski,Anes,24,Germany,FK Rabotnicki,Midfielder,13,769.0,4,4,4,0,3,0,0,0.0,0.0,0.6153846153846154,59.15384615384615,0.05071521456436931,0.0,0.0
First League,2021,Dimov,Dime,30,North Macedonia,Brera Strumica,Defender,15,1350.0,0,0,0,0,2,0,0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2021,Velinovski,Kristijan,25,North Macedonia,Brera Strumica,Midfielder,32,1443.0,19,19,19,7,6,0,0,0.004851004851004851,0.21875,1.1875,45.09375,0.13305613305613306,0.0,0.0
First League,2021,Emini,Sefer,24,North Macedonia,FK Makedonija G.P.,Midfielder,26,2167.0,1,1,1,8,7,0,0,0.0036917397323488694,0.3076923076923077,0.07692307692307693,83.34615384615384,0.08398707891093679,0.0,0.0
First League,2021,Elezi,Dashmir,20,North Macedonia,KF Shkëndija,Attacker,27,1258.0,8,8,8,3,6,0,0,0.0023847376788553257,0.1111111111111111,0.5925925925925926,46.592592592592595,0.1287758346581876,0.0,0.0
First League,2021,Mitrovski,Dimitar,25,North Macedonia,Brera Strumica,Midfielder,15,968.0,2,2,2,2,3,0,0,0.002066115702479339,0.13333333333333333,0.26666666666666666,64.53333333333333,0.04648760330578513,0.0,0.0
First League,2021,Stojanov,Martin,25,North Macedonia,FK Bregalnica Štip,Midfielder,32,2633.0,1,1,1,9,5,0,0,0.003418154196733764,0.28125,0.0625,82.28125,0.060767185719711354,0.0,0.0
First League,2021,Boshkovski,Filip,24,North Macedonia,FK Pelister,Defender,31,2756.0,0,0,0,0,10,0,1,0.0,0.0,0.0,88.90322580645162,0.11248185776487662,0.0,0.011248185776487663
First League,2021,Lazarov,Andrej,25,North Macedonia,GFK Tikvesh,Midfielder,13,853.0,1,1,1,3,0,0,0,0.0035169988276670576,0.23076923076923078,0.15384615384615385,65.61538461538461,0.0,0.0,0.0
First League,2022,Mojsov,Daniel,37,North Macedonia,GFK Tikvesh,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Sahiti,Suad,28,Kosovo,KF Shkupi,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Venegas Ulloa,Fabricio de Jesús,25,Costa Rica,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Zajić,Dimitrije,28,Serbia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kalanoski,Antonio,30,North Macedonia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Jovanov,Vane,26,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ibishi,Dzhemal,22,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Rener,Arian,24,Slovenia,GFK Tikvesh,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ignatov,Leonid,22,North Macedonia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Manev,Jovan,22,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Novakov,Kire,20,North Macedonia,FK Bregalnica Štip,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Gjorgjiev,Igor,0,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Churlinov,Kristijan,23,North Macedonia,FK Sileks,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Poposki,Dimitrij,22,North Macedonia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Mihajlov,Darko,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Davkov,Martin,26,North Macedonia,FK Bregalnica Štip,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Dickens,Jamall,21,Panama,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Mitev,Mario,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Shikov,Gligor,19,North Macedonia,GFK Tikvesh,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Petrov,Panche,19,North Macedonia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Todorov,Mile,25,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Aníbal Embaló,Sandro Sene,27,Portugal,Brera Strumica,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Canales,Braian Exequiel,27,Argentina,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Mazrekaj,Mentor,34,Kosovo,FC Struga,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Zguro,Vangjel,30,Albania,FC Struga,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Murati,Mevlan,30,North Macedonia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Petkovski,Petar,26,North Macedonia,FK Rabotnicki,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Stankovski,Mario,25,North Macedonia,GFK Tikvesh,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Spirkoski,Blagoja,27,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kurež,Gal,22,Slovenia,GFK Tikvesh,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Naumcheski,Stefan,24,North Macedonia,Brera Strumica,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Mihailov,Filip,25,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kupanov,Filip,21,North Macedonia,Brera Strumica,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Gassamá,Mário,23,Portugal,GFK Tikvesh,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kostadinov,Nikola,26,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Tairi,Hadis,18,North Macedonia,FC Struga,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Gerasimovski,Dushan,20,North Macedonia,FK Rabotnicki,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Poposki,Borjan,19,North Macedonia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ibraimi,Donart,19,North Macedonia,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Idrizi,Ardi,19,North Macedonia,FC Struga,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Feitoza Sampaio,Eduardo,25,Brazil,KF Shkupi,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Atanasov Karachanakov,Anton,31,Bulgaria,FK Makedonija G.P.,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Jarović,Senad,25,Germany,FC Struga,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Adili,Mevlan,29,North Macedonia,KF Shkëndija,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Efremov,Andreja,32,North Macedonia,KF Shkupi,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kanu,Wisdom Uda,29,Nigeria,KF Shkupi,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Toshevski,Kristijan,29,North Macedonia,KF Shkupi,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Temelkov,Riste,27,North Macedonia,FK Makedonija G.P.,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ramani,Hamza,22,North Macedonia,KF Shkupi,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Vosha,Arbi,23,North Macedonia,KF Shkupi,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Pintér,Michal,29,Slovakia,KF Shkupi,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Denkovski,David,24,North Macedonia,KF Shkupi,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Limani,Ardian,30,Kosovo,KF Shkëndija,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Jakimovski,Stefan,24,North Macedonia,FK Makedonija G.P.,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Bajrami,Melos,23,Kosovo,FK Makedonija G.P.,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Pop-Antoski,Hristijan,20,North Macedonia,FK Makedonija G.P.,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Serafimov,Davor,18,North Macedonia,KF Shkupi,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Putita,Putita,25,Brazil,KF Shkupi,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ramadan,Emre,18,North Macedonia,KF Shkupi,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Belja,Kadir,19,North Macedonia,KF Shkupi,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Aganspahić,Almir,27,Bosnia and Herzegovina,KF Shkëndija,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Gjorgievski,Bojan,31,North Macedonia,FK Skopje,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,de Jesus dos Santos,Elisson,27,Brazil,FK Skopje,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Krasniqi,Endrit,29,Kosovo,KF Shkëndija,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Geshoski,Blagoja,41,North Macedonia,FK Pobeda,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Krsteski,Aleksandar,39,North Macedonia,FK Pobeda,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Jasharovski,Alen,31,North Macedonia,FK Skopje,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Aceski,Novche,35,North Macedonia,FK Pobeda,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Noveski,Alekso,29,North Macedonia,FK Skopje,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Gjurchinovski,Darko,30,North Macedonia,FK Skopje,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Merdzhani,Zija,29,North Macedonia,KF Shkëndija,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Neshovski,Nenad,23,North Macedonia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Markoski,Dejan,24,North Macedonia,FK Skopje,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Stolevski,Antonio,20,North Macedonia,FK Pobeda,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Spirkoski,Filip,31,North Macedonia,FK Pobeda,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ristevski,Blagojche,35,North Macedonia,FK Pobeda,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Islami,Vulnet,27,North Macedonia,KF Renova,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Gjorgjieski,Aleksandar,23,North Macedonia,FK Makedonija G.P.,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Meljichi,Anes,17,North Macedonia,KF Shkëndija,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Cvetkovski,Marjan,46,North Macedonia,FK Skopje,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kostov,Stefan,27,North Macedonia,GFK Tikvesh,Midfielder,7,513.0,1,1,1,0,0,0,0,0.0,0.0,0.2857142857142857,73.28571428571429,0.0,0.0,0.0
First League,2022,Jusuf,Alpaj,24,North Macedonia,FK Skopje,Midfielder,2,47.0,2,2,2,0,0,0,0,0.0,0.0,2.0,23.5,0.0,0.0,0.0
First League,2022,Cordoba,Alexander Borja,25,Colombia,FK Bregalnica Štip,Defender,22,465.0,17,17,17,0,1,0,0,0.0,0.0,1.5454545454545454,21.136363636363637,0.047311827956989246,0.0,0.0
First League,2022,Dukov,Sasho,27,North Macedonia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kocev,Robert,29,North Macedonia,FK Sileks,Midfielder,1,19.0,1,1,1,0,1,0,0,0.0,0.0,2.0,19.0,0.05263157894736842,0.0,0.0
First League,2022,Risteski,Nikola,27,North Macedonia,FK Sileks,Defender,8,451.0,3,3,3,0,0,0,0,0.0,0.0,0.75,56.375,0.0,0.0,0.0
First League,2022,Timevski,Bojan,23,North Macedonia,FK Rabotnicki,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Mitrev,Stefan,20,North Macedonia,KF Shkupi,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kadriu,Atdhe,19,North Macedonia,FK Makedonija G.P.,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Dani,Fikri,21,North Macedonia,FC Struga,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Naumovski,Viktor,22,North Macedonia,GFK Tikvesh,Attacker,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2022,Melikji,Amar,21,North Macedonia,KF Shkupi,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,da Silva Cavalcanti,Rafael Goes,21,Brazil,FK Rabotnicki,Midfielder,5,298.0,2,2,2,0,1,0,0,0.0,0.0,0.8,59.6,0.016778523489932886,0.0,0.0
First League,2022,Abazi,Agan,21,North Macedonia,FK Makedonija G.P.,Midfielder,11,287.0,8,8,8,1,3,0,0,0.003484320557491289,0.09090909090909091,1.4545454545454546,26.09090909090909,0.11498257839721254,0.0,0.0
First League,2022,Ljushev,David,19,North Macedonia,FK Rabotnicki,Defender,2,57.0,2,2,2,0,0,0,0,0.0,0.0,2.0,28.5,0.0,0.0,0.0
First League,2022,Gjurchinovski,Matej,19,North Macedonia,FK Rabotnicki,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Cephas,Renaldo Showayne,24,Jamaica,KF Shkupi,Attacker,23,1454.0,7,7,7,10,3,0,0,0.0068775790921595595,0.43478260869565216,0.6086956521739131,63.21739130434783,0.04745529573590096,0.0,0.0
First League,2022,Livoreka,Fikret,18,North Macedonia,FK Skopje,Attacker,2,10.0,2,2,2,0,0,0,0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
First League,2022,Ivanov,Bojan,29,North Macedonia,FK Rabotnicki,Midfielder,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2022,Bauta,Jetmir,19,North Macedonia,FC Struga,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ergemlidze,Mikheil,24,Georgia,Brera Strumica,Attacker,12,594.0,5,5,5,3,2,0,0,0.005050505050505051,0.25,0.8333333333333334,49.5,0.04040404040404041,0.0,0.0
First League,2022,Naumoski,Mario,23,North Macedonia,FK Pobeda,Midfielder,12,816.0,3,3,3,0,2,1,0,0.0,0.0,0.5,68.0,0.029411764705882353,0.014705882352941176,0.0
First League,2022,Pandev,Sashko,36,North Macedonia,Brera Strumica,Attacker,5,41.0,5,5,5,0,2,0,0,0.0,0.0,2.0,8.2,0.24390243902439027,0.0,0.0
First League,2022,Janakievski,Ivo,30,North Macedonia,FK Rabotnicki,Midfielder,15,788.0,8,8,8,1,2,0,0,0.0012690355329949238,0.06666666666666667,1.0666666666666667,52.53333333333333,0.03807106598984772,0.0,0.0
First League,2022,Nikolovski,Andzhelo,22,North Macedonia,FK Bregalnica Štip,Defender,2,8.0,2,2,2,0,0,0,0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
First League,2022,Spirkoski,Bojan,28,North Macedonia,FK Pobeda,Attacker,14,1117.0,1,1,1,1,2,0,0,0.0008952551477170994,0.07142857142857142,0.14285714285714285,79.78571428571429,0.02506714413607878,0.0,0.0
First League,2022,Aliji,Burhan,34,North Macedonia,FK Sileks,Midfielder,21,878.0,13,13,13,1,2,0,0,0.0011389521640091116,0.047619047619047616,1.2380952380952381,41.80952380952381,0.04783599088838269,0.0,0.0
First League,2022,Natrang,Edgard,23,Senegal,KF Shkupi,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Bosheski,David,20,North Macedonia,Brera Strumica,Defender,1,2.0,1,1,1,0,0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
First League,2022,Kostov,Mario,18,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Kukeski,Hristijan,29,North Macedonia,FK Pobeda,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Dunimagloski,Stojanche,32,North Macedonia,FK Pobeda,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Malass,Kal,27,England,FK Pobeda,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Ivanoski,David,20,North Macedonia,FK Pobeda,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Mitreski,Hristijan,24,North Macedonia,FK Pobeda,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Spasov,David,18,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Filev,Kliment,19,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Sofijanoski,Marko,19,North Macedonia,FK Bregalnica Štip,Midfielder,1,13.0,1,1,1,0,0,0,0,0.0,0.0,2.0,13.0,0.0,0.0,0.0
First League,2022,Adbulai,Neat,22,North Macedonia,Brera Strumica,Attacker,3,49.0,3,3,3,0,0,0,0,0.0,0.0,2.0,16.333333333333332,0.0,0.0,0.0
First League,2022,Taleski,Nikola,18,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2022,Cuculi,Ardian,36,North Macedonia,KF Shkëndija,Defender,13,802.0,5,5,5,0,5,0,0,0.0,0.0,0.7692307692307693,61.69230769230769,0.08104738154613467,0.0,0.0
First League,2022,Džalto,Patrik,26,Germany,FK Bregalnica Štip,Attacker,2,21.0,2,2,2,0,0,0,0,0.0,0.0,2.0,10.5,0.0,0.0,0.0
First League,2022,Veselinov Hristov,Nikolay,34,Bulgaria,GFK Tikvesh,Midfielder,26,2166.0,1,1,1,1,10,0,0,0.0004616805170821791,0.038461538461538464,0.07692307692307693,83.3076923076923,0.12003693444136658,0.0,0.0
First League,2022,Isaevski,Aleksandar,28,North Macedonia,FK Makedonija G.P.,Defender,2,13.0,2,2,2,0,0,0,0,0.0,0.0,2.0,6.5,0.0,0.0,0.0
First League,2022,Vučičević,Vanja,25,Serbia,FK Makedonija G.P.,Attacker,6,102.0,6,6,6,1,1,0,0,0.00980392156862745,0.16666666666666666,2.0,17.0,0.058823529411764705,0.0,0.0
First League,2022,Acosta,Federico,27,Argentina,Brera Strumica,Defender,20,1674.0,0,0,0,0,5,0,0,0.0,0.0,0.0,83.7,0.05973715651135006,0.0,0.0
First League,2022,Mirković,Uroš,33,Serbia,GFK Tikvesh,Midfielder,28,975.0,21,21,21,1,3,0,0,0.0010256410256410256,0.03571428571428571,1.5,34.82142857142857,0.08615384615384616,0.0,0.0
First League,2022,Obadović,Filip,26,Serbia,FK Sileks,Attacker,14,790.0,5,5,5,6,4,0,0,0.007594936708860759,0.42857142857142855,0.7142857142857143,56.42857142857143,0.07088607594936709,0.0,0.0
First League,2022,Alimi,Armend,36,North Macedonia,FK Rabotnicki,Midfielder,28,1833.0,7,7,7,1,4,0,0,0.0005455537370430987,0.03571428571428571,0.5,65.46428571428571,0.06110201854882707,0.0,0.0
First League,2022,Kirovski,Hristijan,37,North Macedonia,FK Skopje,Attacker,7,338.0,3,3,3,1,4,0,1,0.0029585798816568047,0.14285714285714285,0.8571428571428571,48.285714285714285,0.08284023668639054,0.0,0.020710059171597635
First League,2022,Pengu,Arbri,20,Albania,FC Struga,Midfielder,2,66.0,1,1,1,0,0,0,0,0.0,0.0,1.0,33.0,0.0,0.0,0.0
First League,2022,Jovković,Vukašin,22,Serbia,FK Makedonija G.P.,Attacker,3,67.0,2,2,2,1,0,0,0,0.014925373134328358,0.3333333333333333,1.3333333333333333,22.333333333333332,0.0,0.0,0.0
First League,2022,Tasev,Stefan,19,North Macedonia,FK Makedonija G.P.,Goalkeeper,2,180.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
