League,Season,Last Name,First Name,Age,City,Country,Team Name,Position,Player Number,Number Of Appearances,Game Time,Number of Sub-ins,Number of Sub-outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribbles Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total YellowRed Cards,Number of Penalties Won,Number of Penalties Committed,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
Challenger Pro League,2022,Baeten,Thibo Roger,22.0,Aalst,Belgium,Beerschot Wilrijk,Attacker,,30.0,2518.0,2.0,9.0,2.0,,,13.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Engels,Arne,21.0,Opwijk,Belgium,Club Brugge II,Midfielder,,15.0,1027.0,5.0,4.0,5.0,,,2.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Sandra,Cisse,21.0,,Belgium,Club Brugge II,Midfielder,,13.0,941.0,0.0,10.0,0.0,,,5.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,O'Brien,Jake,23.0,Cork,Republic of Ireland,RWDM,Defender,,30.0,2529.0,2.0,0.0,2.0,,,3.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Mbamba-Muanda,Noah,19.0,,Belgium,Club Brugge II,Midfielder,,9.0,735.0,0.0,2.0,0.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Silu,Abemly Meto,21.0,Matadi,Congo DR,Lommel United,Midfielder,,26.0,1875.0,4.0,10.0,4.0,,,4.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
Challenger Pro League,2022,Godts,Mika Marcel,19.0,Leuven,Belgium,KRC Genk II,Attacker,,19.0,1572.0,0.0,11.0,0.0,,,7.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Sebaoui,Ilias,23.0,Antwerpen,Belgium,Beerschot Wilrijk,Attacker,,28.0,993.0,17.0,9.0,20.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Atta Agyei,Enock,19.0,,Belgium,RSC Anderlecht II,Attacker,,17.0,1078.0,6.0,9.0,6.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Dienda Duranville,Julien,18.0,,Belgium,RSC Anderlecht II,Attacker,,4.0,231.0,0.0,4.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Dikwama Lokesa,Chris-Emmanuel,20.0,,Belgium,RSC Anderlecht II,Midfielder,,11.0,581.0,5.0,6.0,8.0,,,4.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Bansé,Sacha Jordan,23.0,Geel,Belgium,Standard Liège II,Midfielder,,30.0,2674.0,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Rigo,Dante,26.0,Tremelo,Belgium,Beerschot Wilrijk,Midfielder,,30.0,2378.0,4.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,
Challenger Pro League,2022,Seydoux,Léo Louis,26.0,,Switzerland,Beerschot Wilrijk,Defender,,32.0,2403.0,3.0,16.0,3.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Vukotić,Aleksandar,29.0,Kraljevo,Serbia,Waasland-beveren,Defender,,28.0,2410.0,1.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,
Challenger Pro League,2022,Van den Bergh,Jan,30.0,Bonheiden,Belgium,Beerschot Wilrijk,Defender,,28.0,2477.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,9.0,1.0,1.0,,,,,
Challenger Pro League,2022,Mabella,Yann Kévin,28.0,Toulouse,France,Excelsior Virton,Attacker,,32.0,1931.0,11.0,11.0,11.0,,,4.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Le Joncour,Florian Yves,29.0,Quimper,France,RWDM,Defender,,30.0,2700.0,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Nyeman,Moses Blessing,21.0,,Liberia,Waasland-beveren,Midfielder,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Aimar Cuevas,Mauricio,21.0,Los Angeles,USA,Club Brugge II,Defender,,23.0,1349.0,11.0,2.0,14.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Doué Séné,Marc-Olivier,24.0,Bordeaux,France,Excelsior Virton,Midfielder,,26.0,1764.0,3.0,15.0,3.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Tapsoba,Abdoul Fessal,23.0,Bobo-Dioulasso,Burkina Faso,Standard Liège II,Attacker,,9.0,492.0,3.0,5.0,3.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Castro,Nicolás Federico,24.0,Rafaela,Argentina,KRC Genk II,Midfielder,,4.0,312.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Saïd Chadli,Nassim,23.0,Bagnols-sur-Cèze,France,Lommel United,Attacker,,13.0,758.0,4.0,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Didden,Matisse,23.0,,Belgium,KRC Genk II,Defender,,22.0,1888.0,2.0,0.0,2.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
Challenger Pro League,2022,Németh,András,22.0,Cape Town,South Africa,KRC Genk II,Attacker,,4.0,345.0,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Beerten,Lucas,21.0,Hasselt,Belgium,KRC Genk II,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Wolff,Tyler David,21.0,Westerville,USA,Waasland-beveren,Attacker,,5.0,35.0,5.0,0.0,12.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Anyanwu Ohio,Noah Chidiebere Junior,21.0,Almere,Netherlands,Standard Liège II,Attacker,,4.0,246.0,0.0,3.0,0.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Traoré,Brahim,20.0,Rennes,France,Standard Liège II,Defender,,12.0,931.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Mondele Anzun,Lukas Hubert,20.0,Bruxelles,Belgium,Club Brugge II,Midfielder,,3.0,66.0,2.0,1.0,12.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Gomis,Nickseon,22.0,Évreux,France,Beerschot Wilrijk,Defender,,1.0,21.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Hendry,Jack William,29.0,Glasgow,Scotland,Club Brugge II,Defender,,2.0,120.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Juslin N'Zi,Yao Olivier,24.0,,Côte d'Ivoire,RWDM,Defender,,1.0,4.0,1.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Meisl,Luca Emanuel,25.0,Salzburg,Austria,Beerschot Wilrijk,Defender,,23.0,1403.0,7.0,4.0,16.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
Challenger Pro League,2022,Mbokani Bezua,Dieudonné,39.0,Kinshasa,Congo DR,Waasland-beveren,Attacker,,23.0,1839.0,2.0,11.0,2.0,,,14.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Þórðarson,Kolbeinn,24.0,,Iceland,Lommel United,Midfielder,,25.0,1518.0,8.0,9.0,9.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Þórisson,Nökkvi Þeyr,25.0,,Iceland,Beerschot Wilrijk,Attacker,,28.0,2308.0,1.0,14.0,1.0,,,7.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Buksa,Aleksander,21.0,Kraków,Poland,Standard Liège II,Attacker,,14.0,1157.0,0.0,5.0,0.0,,,4.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Kablan,Chris Antoine Elogne,30.0,Luzern,Switzerland,Waasland-beveren,Defender,,10.0,329.0,7.0,3.0,9.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Toma,Bastien,25.0,Sion,Switzerland,KRC Genk II,Midfielder,,11.0,970.0,0.0,4.0,0.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Fraser,Liam Scott,26.0,Toronto,Canada,Deinze,Midfielder,,26.0,1670.0,8.0,8.0,10.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
Challenger Pro League,2022,Reijers de Oliveira,Camilo,25.0,Mogi Mirim,Brazil,RWDM,Midfielder,,9.0,723.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Allach,Ayyoub,26.0,Mechelen,Belgium,Excelsior Virton,Midfielder,,14.0,644.0,7.0,7.0,9.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Maderner,Daniel,29.0,Feldkirch,Austria,Waasland-beveren,Attacker,,6.0,535.0,0.0,1.0,0.0,,,3.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Martínez Batista,Adrián Alonso,26.0,Puntarenas,Costa Rica,Lommel United,Attacker,,30.0,2018.0,9.0,11.0,11.0,,,8.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Lloci,Matias,24.0,,Belgium,Excelsior Virton,Midfielder,,2.0,54.0,2.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Abdulrazak,Ishaq,22.0,,Nigeria,RSC Anderlecht II,Midfielder,,18.0,1540.0,0.0,7.0,0.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Barry,Thierno,22.0,,France,Waasland-beveren,Attacker,,31.0,2419.0,3.0,13.0,3.0,,,20.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
Challenger Pro League,2022,Miyamoto,Yuta,25.0,Tokyo,Japan,Deinze,Defender,,2.0,36.0,2.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Claypole,Aimee Jessica,19.0,,England,Chelsea W,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Blades,Reanna Lauren,19.0,,England,Chelsea W,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,De Sart,Alexis François,28.0,Waremme,Belgium,RWDM,Midfielder,,27.0,2038.0,2.0,14.0,2.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
Challenger Pro League,2022,Defourny,Théo Pierre,32.0,Bourg-Saint-Maurice,France,RWDM,Goalkeeper,,32.0,2880.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Klaus,William,30.0,Dois Irmãos,Brazil,RWDM,Defender,,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Heris,Jonathan Steve,34.0,Brussel,Belgium,RWDM,Defender,,26.0,2249.0,0.0,7.0,0.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Kurdić,Numan,25.0,Tešanj,Bosnia and Herzegovina,RWDM,Defender,,4.0,300.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Biron,Mickaël Christophe,27.0,Ducos,Martinique,RWDM,Attacker,,27.0,2262.0,1.0,15.0,1.0,,,16.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Bursik,Josef John,24.0,London,England,Club Brugge II,Goalkeeper,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Kana,Marco,22.0,Kinshasa,Congo DR,RSC Anderlecht II,Midfielder,,3.0,138.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Shinton,Nick,23.0,Aalst,Belgium,Club Brugge II,Goalkeeper,,19.0,1710.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Challouk,Youssef,29.0,Boom,Belgium,RWDM,Midfielder,,27.0,2310.0,0.0,13.0,0.0,,,6.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Alavoine,Nicolas,22.0,,Belgium,RWDM,Goalkeeper,,0.0,0.0,0.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,dos Santos,Rikelmi Valentim,23.0,São Paulo,Brazil,RWDM,Attacker,,4.0,65.0,4.0,0.0,10.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Del Piage de Souza,Romildo,24.0,São José dos Campos,Brazil,RWDM,Midfielder,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Audoor,Lynnt,21.0,,Belgium,Club Brugge II,Midfielder,,7.0,489.0,0.0,4.0,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Diallo,Sada,22.0,,Belgium,RWDM,Midfielder,,4.0,34.0,4.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Nkurunziza,Mattéo,20.0,,Belgium,RWDM,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Ordóñez Guerrero,Joel Leandro,20.0,Guayaquil,Ecuador,Club Brugge II,Defender,,29.0,2227.0,4.0,5.0,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Camara,Ilay,21.0,,Belgium,RSC Anderlecht II,Defender,,26.0,1403.0,11.0,10.0,13.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
Challenger Pro League,2022,Seys,Joaquin,19.0,,Belgium,Club Brugge II,Defender,,24.0,1882.0,2.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,De Corte,Axl,18.0,,Belgium,Club Brugge II,Goalkeeper,,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Balikwisha,William,25.0,Brussels,Belgium,Standard Liège II,Midfielder,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Vanhamel,Mike,35.0,Elsene,Belgium,Beerschot Wilrijk,Goalkeeper,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Delanghe,Maxime René,23.0,Hall,Belgium,Lierse Kempenzonen,Goalkeeper,,18.0,1620.0,0.0,0.0,12.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Dierckx,Daan,21.0,,Belgium,KRC Genk II,Defender,,21.0,1439.0,6.0,1.0,15.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Colassin,Antoine Benjamin,23.0,Charleroi,Belgium,RSC Anderlecht II,Attacker,,3.0,251.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Hautekiet,Ibe Tom,22.0,,Belgium,Standard Liège II,Defender,,4.0,299.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Hautekiet,Ibe Tom,22.0,,Belgium,Club Brugge II,Defender,,11.0,813.0,0.0,6.0,0.0,,,2.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,
Challenger Pro League,2022,Godfroid,Matteo,20.0,,Belgium,Standard Liège II,Goalkeeper,,0.0,0.0,0.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Sabbe,Kyriani,19.0,Gent,Belgium,Club Brugge II,Defender,,23.0,1857.0,1.0,6.0,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Spileers,Jorne,19.0,,Belgium,Club Brugge II,Defender,,16.0,1337.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Ngoy,Nathan,21.0,,Belgium,Standard Liège II,Defender,,1.0,78.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Epolo,Matthieu Luka,19.0,,Belgium,Standard Liège II,Goalkeeper,,15.0,1336.0,0.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,
Challenger Pro League,2022,Noubi Ngnokam,Lucas Dominique,19.0,Mouscron,Belgium,Standard Liège II,Defender,,17.0,1496.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
Challenger Pro League,2022,Çanak,Cihan,19.0,Verviers,Belgium,Standard Liège II,Midfielder,,5.0,429.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,De Wilde,Nils,21.0,,Belgium,RSC Anderlecht II,Midfielder,,27.0,1451.0,11.0,13.0,11.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Monticelli,Luca,19.0,,Belgium,RSC Anderlecht II,Attacker,,13.0,278.0,10.0,3.0,14.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Ghalidi,Brahim,19.0,,Belgium,Standard Liège II,Attacker,,24.0,1166.0,12.0,8.0,17.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Mawete Kinsiona,Noah Emmanuel,19.0,,Belgium,Standard Liège II,Midfielder,,29.0,1989.0,8.0,2.0,10.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Poitoux,Tom,19.0,,Belgium,Standard Liège II,Goalkeeper,,16.0,1440.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Dodeigne,Noah,21.0,,Belgium,Standard Liège II,Defender,,19.0,803.0,11.0,5.0,11.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Kuavita,Léandre Filipe,20.0,,Belgium,Standard Liège II,Midfielder,,27.0,2149.0,2.0,9.0,2.0,,,3.0,,,,,,,,,,,,,,,,,4.0,1.0,0.0,,,,,
Challenger Pro League,2022,Hazard,Kylian,29.0,La Louvière,Belgium,RWDM,Attacker,,22.0,1375.0,6.0,11.0,6.0,,,6.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Coopman,Sander,29.0,Ooigem,Belgium,Waasland-beveren,Midfielder,,25.0,915.0,17.0,6.0,19.0,,,4.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Verstraete,Louis,25.0,,Belgium,Waasland-beveren,Midfielder,,15.0,1175.0,2.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
Challenger Pro League,2022,Filipović,Jakov,32.0,Osijek,Bosnia and Herzegovina,Waasland-beveren,Defender,,9.0,458.0,4.0,1.0,9.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Corryn,Alexander Jacques,30.0,Gent,Belgium,Waasland-beveren,Defender,,31.0,2237.0,3.0,14.0,3.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
Challenger Pro League,2022,Guimarães Bilher,Éverton Luiz,36.0,Porto Alegre,Brazil,Waasland-beveren,Midfielder,,28.0,2309.0,2.0,5.0,2.0,,,2.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,
Challenger Pro League,2022,Ajibade Ismaheel,Taofeek,24.0,,Nigeria,Waasland-beveren,Attacker,,21.0,1229.0,8.0,9.0,9.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Hrnčár,Dávid,27.0,Žilina,Slovakia,Waasland-beveren,Midfielder,,14.0,1139.0,0.0,7.0,0.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Bouchouari,Mohamed,24.0,,Belgium,RSC Anderlecht II,Defender,,3.0,270.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Sardella,Killian,22.0,,Belgium,RSC Anderlecht II,Defender,,3.0,246.0,0.0,1.0,0.0,,,3.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Geusens,Jay-Dee,22.0,,Belgium,KRC Genk II,Midfielder,,24.0,1970.0,0.0,7.0,0.0,,,5.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
Challenger Pro League,2022,Leoni,Théo,24.0,,Belgium,RSC Anderlecht II,Midfielder,,19.0,1616.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,N'Diaye,Moussa,22.0,Dakar,Senegal,RSC Anderlecht II,Defender,,4.0,312.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Servais,Mathis,20.0,,Belgium,Club Brugge II,Attacker,,15.0,730.0,6.0,9.0,7.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Stroeykens,Mario,20.0,,Belgium,RSC Anderlecht II,Midfielder,,1.0,66.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Angulo Ramírez,Nilson David,21.0,Quito,Ecuador,RSC Anderlecht II,Attacker,,11.0,736.0,1.0,7.0,1.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Trari,Mauro,24.0,,Belgium,Waasland-beveren,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Lapage,Amando,20.0,,Belgium,RSC Anderlecht II,Defender,,21.0,970.0,12.0,0.0,18.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
Challenger Pro League,2022,Fall Ndour,Malick,22.0,,Senegal,Waasland-beveren,Midfielder,,10.0,212.0,8.0,2.0,16.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,De Greef,Tristan,19.0,Leuven,Belgium,RSC Anderlecht II,Midfielder,,8.0,219.0,7.0,1.0,8.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
Challenger Pro League,2022,Gabriël,Brent Georges,25.0,Sint-Niklaas,Belgium,Dender,Goalkeeper,,0.0,0.0,0.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Gabriël,Brent Georges,25.0,Sint-Niklaas,Belgium,Waasland-beveren,Goalkeeper,,0.0,0.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Bateau,Sheldon Michael Louis,33.0,Port of Spain,Trinidad and Tobago,Waasland-beveren,Defender,,32.0,2841.0,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
Challenger Pro League,2022,Laes,Brent,24.0,,Belgium,Lierse Kempenzonen,Defender,,29.0,2021.0,5.0,11.0,6.0,,,1.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
Challenger Pro League,2022,Mertens,Jenthe,25.0,,Belgium,Waasland-beveren,Defender,,5.0,317.0,2.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
Challenger Pro League,2022,Naessens,Jens,33.0,Deinze,Belgium,Lierse Kempenzonen,Attacker,,13.0,403.0,10.0,2.0,12.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Challenger Pro League,2022,Koziello,Vincent Edouard André,29.0,Grasse,France,Excelsior Virton,Midfielder,,10.0,498.0,4.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
Challenger Pro League,2022,Wuytens,Dries,33.0,Eksel,Belgium,Waasland-beveren,Defender,,26.0,2076.0,2.0,4.0,7.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
Challenger Pro League,2022,Reus,Beau,23.0,Alkmaar,Netherlands,Waasland-beveren,Goalkeeper,,31.0,2790.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
