League,Season,Last Name,FirstName,Age,City,Country,Team Name,Posistion,Player Number,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Goals Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribble Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red cards,Total YellowRed cards,Number of Penalties Won,Number of Penalties Commited,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
First League,2022,Rener,Arian,24.0,,Slovenia,Tikveš,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Ignatov,Leonid,22.0,Skopje,North Macedonia,Sileks,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Manev,Jovan,22.0,Kochani,North Macedonia,Bregalnica Štip,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Novakov,Kire,20.0,,North Macedonia,Bregalnica Štip,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Gjorgjiev,Igor,,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Churlinov,Kristijan,23.0,,North Macedonia,Sileks,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Poposki,Dimitrij,22.0,,North Macedonia,Sileks,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Mihajlov,Darko,20.0,,North Macedonia,Bregalnica Štip,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Davkov,Martin,26.0,,North Macedonia,Bregalnica Štip,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Dickens,Jamall,21.0,,Panama,Bregalnica Štip,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Mitev,Mario,20.0,,North Macedonia,Bregalnica Štip,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Shikov,Gligor,19.0,,North Macedonia,Tikveš,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Petrov,Panche,19.0,Skopje,North Macedonia,Sileks,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Todorov,Mile,25.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Aníbal Embaló,Sandro Sene,27.0,Lisboa,Portugal,Akademija Pandev,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Canales,Braian Exequiel,27.0,General Roca,Argentina,Akademija Pandev,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Mazrekaj,Mentor,34.0,Prishtinë,Kosovo,Struga,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Zguro,Vangjel,30.0,Pogradec,Albania,Struga,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Murati,Mevlan,30.0,Tetovo,North Macedonia,FK Rabotnicki,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Petkovski,Petar,26.0,,North Macedonia,FK Rabotnicki,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Stankovski,Mario,25.0,,North Macedonia,Tikveš,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Spirkoski,Blagoja,27.0,Prilep,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kurež,Gal,22.0,,Slovenia,Tikveš,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Naumcheski,Stefan,24.0,,North Macedonia,Akademija Pandev,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Mihailov,Filip,25.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kupanov,Filip,21.0,Gevgelija,North Macedonia,Akademija Pandev,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Gassamá,Mário,23.0,,Portugal,Tikveš,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kostadinov,Nikola,26.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Tairi,Hadis,18.0,,North Macedonia,Struga,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Gerasimovski,Dushan,20.0,,North Macedonia,FK Rabotnicki,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Poposki,Borjan,19.0,,North Macedonia,FK Rabotnicki,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Ibraimi,Donart,19.0,Skopje,North Macedonia,FK Rabotnicki,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Idrizi,Ardi,19.0,,North Macedonia,Struga,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Feitoza Sampaio,Eduardo,25.0,Rio de Janeiro,Brazil,Shkupi 1927,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Atanasov Karachanakov,Anton,31.0,Novo Delchevo,Bulgaria,Makedonija GjP,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Jarović,Senad,25.0,Langenfeld,Germany,Struga,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Adili,Mevlan,29.0,Skopje,North Macedonia,Shkendija,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Efremov,Andreja,32.0,,North Macedonia,Shkupi 1927,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kanu,Wisdom Uda,29.0,Lagos,Nigeria,Shkupi 1927,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Toshevski,Kristijan,29.0,Tetovo,North Macedonia,Shkupi 1927,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Temelkov,Riste,27.0,,North Macedonia,Makedonija GjP,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Ramani,Hamza,22.0,,North Macedonia,Shkupi 1927,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Vosha,Arbi,23.0,,North Macedonia,Shkupi 1927,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Pintér,Michal,29.0,,Slovakia,Shkupi 1927,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Denkovski,David,24.0,Kumanovo,North Macedonia,Shkupi 1927,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Limani,Ardian,30.0,,Kosovo,Shkendija,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Jakimovski,Stefan,24.0,,North Macedonia,Makedonija GjP,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Bajrami,Melos,23.0,,Kosovo,Makedonija GjP,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Pop-Antoski,Hristijan,20.0,,North Macedonia,Makedonija GjP,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Serafimov,Davor,18.0,,North Macedonia,Shkupi 1927,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Putita,Putita,25.0,,Brazil,Shkupi 1927,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Ramadan,Emre,18.0,,North Macedonia,Shkupi 1927,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Belja,Kadir,19.0,,North Macedonia,Shkupi 1927,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Aganspahić,Almir,27.0,Sarajevo,Bosnia and Herzegovina,Shkendija,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Gjorgievski,Bojan,31.0,,North Macedonia,Skopje,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,de Jesus dos Santos,Elisson,27.0,Santo Antônio de Jesus,Brazil,Skopje,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Krasniqi,Endrit,29.0,Suharekë,Kosovo,Shkendija,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Geshoski,Blagoja,41.0,"
    ",North Macedonia,Pobeda,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Krsteski,Aleksandar,39.0,Prilep,North Macedonia,Pobeda,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Jasharovski,Alen,31.0,"
    ",North Macedonia,Skopje,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Aceski,Novche,35.0,Prilep,North Macedonia,Pobeda,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Noveski,Alekso,29.0,,North Macedonia,Skopje,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Gjurchinovski,Darko,30.0,,North Macedonia,Skopje,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Merdzhani,Zija,29.0,,North Macedonia,Shkendija,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Neshovski,Nenad,23.0,"
    ",North Macedonia,Sileks,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Markoski,Dejan,24.0,,North Macedonia,Skopje,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Stolevski,Antonio,20.0,Prilep,North Macedonia,Pobeda,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Spirkoski,Filip,31.0,"
    ",North Macedonia,Pobeda,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Ristevski,Blagojche,35.0,"
    ",North Macedonia,Pobeda,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Islami,Vulnet,27.0,"
    ",North Macedonia,Renova,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Gjorgjieski,Aleksandar,23.0,Ohrid,North Macedonia,Makedonija GjP,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Meljichi,Anes,17.0,,North Macedonia,Shkendija,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Cvetkovski,Marjan,46.0,,North Macedonia,Skopje,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kostov,Stefan,27.0,,North Macedonia,Tikveš,Midfielder,,7.0,513.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Jusuf,Alpaj,24.0,"
    ",North Macedonia,Skopje,Midfielder,,2.0,47.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Cordoba,Alexander Borja,25.0,,Colombia,Bregalnica Štip,Defender,,22.0,465.0,17.0,17.0,17.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Dukov,Sasho,27.0,"
    ",North Macedonia,Sileks,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kocev,Robert,29.0,,North Macedonia,Sileks,Midfielder,,1.0,19.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Risteski,Nikola,27.0,,North Macedonia,Sileks,Defender,,8.0,451.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Timevski,Bojan,23.0,,North Macedonia,FK Rabotnicki,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Mitrev,Stefan,20.0,,North Macedonia,Shkupi 1927,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Kadriu,Atdhe,19.0,Kumanovo,North Macedonia,Makedonija GjP,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Dani,Fikri,21.0,,North Macedonia,Struga,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Naumovski,Viktor,22.0,,North Macedonia,Tikveš,Attacker,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Melikji,Amar,21.0,,North Macedonia,Shkupi 1927,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,da Silva Cavalcanti,Rafael Goes,21.0,Recife,Brazil,FK Rabotnicki,Midfielder,,5.0,298.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Abazi,Agan,21.0,,North Macedonia,Makedonija GjP,Midfielder,,11.0,287.0,8.0,8.0,8.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Ljushev,David,19.0,,North Macedonia,FK Rabotnicki,Defender,,2.0,57.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Gjurchinovski,Matej,19.0,,North Macedonia,FK Rabotnicki,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Cephas,Renaldo Showayne,24.0,,Jamaica,Shkupi 1927,Attacker,,23.0,1454.0,7.0,7.0,7.0,,,10.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Livoreka,Fikret,18.0,,North Macedonia,Skopje,Attacker,,2.0,10.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Ivanov,Bojan,29.0,,North Macedonia,FK Rabotnicki,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Bauta,Jetmir,19.0,,North Macedonia,Struga,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Ergemlidze,Mikheil,24.0,,Georgia,Akademija Pandev,Attacker,,12.0,594.0,5.0,5.0,5.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Naumoski,Mario,23.0,"
    ",North Macedonia,Pobeda,Midfielder,,12.0,816.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,
First League,2022,Pandev,Sashko,36.0,Strumica,North Macedonia,Akademija Pandev,Attacker,,5.0,41.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Janakievski,Ivo,30.0,,North Macedonia,FK Rabotnicki,Midfielder,,15.0,788.0,8.0,8.0,8.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Nikolovski,Andzhelo,22.0,,North Macedonia,Bregalnica Štip,Defender,,2.0,8.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Spirkoski,Bojan,28.0,"
    ",North Macedonia,Pobeda,Attacker,,14.0,1117.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Aliji,Burhan,34.0,,North Macedonia,Sileks,Midfielder,,21.0,878.0,13.0,13.0,13.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Natrang,Edgard,23.0,,Senegal,Shkupi 1927,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Bosheski,David,20.0,,North Macedonia,Akademija Pandev,Defender,,1.0,2.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Kostov,Mario,18.0,,North Macedonia,Akademija Pandev,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Kukeski,Hristijan,29.0,"
    ",North Macedonia,Pobeda,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Dunimagloski,Stojanche,32.0,"
    ",North Macedonia,Pobeda,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Malass,Kal,27.0,"
    ",England,Pobeda,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Ivanoski,David,20.0,"
    ",North Macedonia,Pobeda,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Mitreski,Hristijan,24.0,"
    ",North Macedonia,Pobeda,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Spasov,David,18.0,,North Macedonia,Bregalnica Štip,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Filev,Kliment,19.0,,North Macedonia,Bregalnica Štip,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Sofijanoski,Marko,19.0,Skopje,North Macedonia,Bregalnica Štip,Midfielder,,1.0,13.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Adbulai,Neat,22.0,Gostivar,North Macedonia,Akademija Pandev,Attacker,,3.0,49.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Taleski,Nikola,18.0,Prilep,North Macedonia,Akademija Pandev,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Cuculi,Ardian,36.0,Kičevo,North Macedonia,Shkendija,Defender,,13.0,802.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Džalto,Patrik,26.0,Reutlingen,Germany,Bregalnica Štip,Attacker,,2.0,21.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Veselinov Hristov,Nikolay,34.0,,Bulgaria,Tikveš,Midfielder,,26.0,2166.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,
First League,2022,Isaevski,Aleksandar,28.0,Skopje,North Macedonia,Makedonija GjP,Defender,,2.0,13.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Vučičević,Vanja,25.0,Beograd,Serbia,Makedonija GjP,Attacker,,6.0,102.0,6.0,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Acosta,Federico,27.0,Campana,Argentina,Akademija Pandev,Defender,,20.0,1674.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Mirković,Uroš,33.0,Prokuplje,Serbia,Tikveš,Midfielder,,28.0,975.0,21.0,21.0,21.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Obadović,Filip,26.0,Loznica,Serbia,Sileks,Attacker,,14.0,790.0,5.0,5.0,5.0,,,6.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Alimi,Armend,36.0,,North Macedonia,FK Rabotnicki,Midfielder,,28.0,1833.0,7.0,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Kirovski,Hristijan,37.0,"
    ",North Macedonia,Skopje,Attacker,,7.0,338.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,1.0,,,,,
First League,2022,Pengu,Arbri,20.0,Pogradec,Albania,Struga,Midfielder,,2.0,66.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Jovković,Vukašin,22.0,Kruševac,Serbia,Makedonija GjP,Attacker,,3.0,67.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Tasev,Stefan,19.0,,North Macedonia,Makedonija GjP,Goalkeeper,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Emurli,Amar,20.0,Tetovo,North Macedonia,Sileks,Attacker,,2.0,54.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Obadikj,Petar,20.0,,North Macedonia,Makedonija GjP,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Jovanovikj,Martin,17.0,,North Macedonia,Makedonija GjP,Midfielder,,1.0,19.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Nikoloski,Ivan,21.0,,North Macedonia,Sileks,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Simjanovski,Mirko,27.0,"
    ",North Macedonia,Pobeda,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2022,Lembovski,Riste,19.0,,North Macedonia,Makedonija GjP,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Nesimi,Ardit,20.0,,North Macedonia,Shkupi 1927,Attacker,,2.0,12.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Najdenov,Bojan,33.0,,North Macedonia,Akademija Pandev,Midfielder,,11.0,962.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Nafiu,Valjmir,30.0,Tetovo,North Macedonia,Shkendija,Attacker,,10.0,237.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Ajrullahu,Izet,26.0,,North Macedonia,Skopje,Attacker,,14.0,721.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Ismailji,Fati,27.0,,North Macedonia,FK Rabotnicki,Defender,,17.0,1326.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,,,,
First League,2022,Trajkoski,Luka,24.0,,North Macedonia,Pobeda,Midfielder,,7.0,513.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Mishov,Aleksandar,26.0,,North Macedonia,Tikveš,Attacker,,27.0,1201.0,14.0,14.0,14.0,,,7.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Skenderi,Emir,24.0,Skopje,North Macedonia,Makedonija GjP,Attacker,,23.0,1078.0,11.0,11.0,11.0,,,5.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Aleksovski,Filip,24.0,Skopje,North Macedonia,Makedonija GjP,Attacker,,24.0,595.0,20.0,20.0,20.0,,,4.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Ljamalari,Arsim,30.0,,North Macedonia,Sileks,Defender,,26.0,2239.0,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,
First League,2022,Peev,Lazar,27.0,,North Macedonia,Skopje,Midfielder,,12.0,351.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Hajdari,Bujar,22.0,,North Macedonia,Skopje,Attacker,,27.0,1106.0,15.0,15.0,15.0,,,6.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2022,Najdovski,Nikola,20.0,,North Macedonia,Tikveš,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Barga Ngoba,Anael,26.0,,Cameroon,Tikveš,Attacker,,23.0,1715.0,5.0,5.0,5.0,,,6.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2022,Petkoski,Andrej,26.0,,North Macedonia,Sileks,Defender,,18.0,1328.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
First League,2022,Kapsarov,Kostadin,19.0,Skopje,North Macedonia,Akademija Pandev,Attacker,,1.0,6.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Kaba,Jusuf,20.0,,North Macedonia,Struga,Midfielder,,2.0,34.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Akugbe,Amasihohu James,24.0,,Belgium,Skopje,Attacker,,12.0,777.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Kone,Seydou,22.0,,Mali,Skopje,Attacker,,9.0,299.0,6.0,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Sofijanoski,Mateo,20.0,Skopje,North Macedonia,Bregalnica Štip,Midfielder,,6.0,47.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Rajchinovski,Rade,17.0,,North Macedonia,Tikveš,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Velkoski,Krste,36.0,Struga,North Macedonia,FK Rabotnicki,Attacker,,28.0,2254.0,1.0,1.0,1.0,,,8.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
