League,Season,Last Name,FirstName,Age,City,Country,Team Name,Posistion,Player Number,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Goals Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribble Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red cards,Total YellowRed cards,Number of Penalties Won,Number of Penalties Commited,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
First League,2023,Ivković,Đorđe,28.0,Lazarevac,Serbia,Akademija Pandev,Attacker,,3.0,257.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Ilikj,Filip,27.0,Skopje,North Macedonia,FK Rabotnicki,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Murati,Mevlan,30.0,Tetovo,North Macedonia,FK Rabotnicki,Defender,,15.0,1055.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Alomeroviс,Sabahudin,27.0,Skopje,North Macedonia,FK Rabotnicki,Defender,,20.0,1800.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2023,Tomovski,Goran,26.0,,North Macedonia,Akademija Pandev,Midfielder,,4.0,71.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Adem,Ermedin,34.0,,North Macedonia,FK Rabotnicki,Midfielder,,9.0,493.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Chiljafi,Iljaz,26.0,,North Macedonia,Akademija Pandev,Attacker,,1.0,18.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Despotovski,Stefan,21.0,,Serbia,FK Rabotnicki,Defender,,18.0,1294.0,4.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Stojanov,Kire,19.0,,North Macedonia,Akademija Pandev,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Trajkov,Dimitar,20.0,Kavadarci,North Macedonia,Akademija Pandev,Midfielder,,16.0,426.0,13.0,13.0,13.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Mato Kassim,Rogers,21.0,Arua,Uganda,Akademija Pandev,Attacker,,3.0,59.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Miserdovski,Martin,22.0,,North Macedonia,FK Rabotnicki,Defender,,9.0,320.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Jakimov,Petar,19.0,,North Macedonia,FK Rabotnicki,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Hadzhibulikj,Amar,18.0,Skopje,North Macedonia,FK Rabotnicki,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Andonov,Zoran,24.0,,North Macedonia,Akademija Pandev,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Ribaudo,Salvatore,20.0,,Italy,Akademija Pandev,Attacker,,18.0,1307.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Hamzikj,Malik,19.0,,North Macedonia,FK Rabotnicki,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Georgiev,Luka,20.0,,North Macedonia,Akademija Pandev,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Rufati,Agron,25.0,Zagreb,Croatia,Akademija Pandev,Defender,,21.0,1890.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Stamenić,Uroš,28.0,,Serbia,Akademija Pandev,Midfielder,,3.0,76.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Stojkov,Dragan,36.0,Strumica,North Macedonia,Akademija Pandev,Midfielder,,2.0,46.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Cvetanoski,Matej,27.0,Skopje,North Macedonia,Akademija Pandev,Midfielder,,14.0,996.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Milovanovikj,Daniel,26.0,,North Macedonia,Akademija Pandev,Midfielder,,3.0,217.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Alchevski,Marko,22.0,Bitola,North Macedonia,Akademija Pandev,Goalkeeper,,20.0,1800.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Antônio,Leonardo,27.0,,Brazil,Akademija Pandev,Midfielder,,18.0,1427.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,6.0,1.0,0.0,,,,,
First League,2023,Martins de Paula,Kauan Alexandre,24.0,,Brazil,Akademija Pandev,Defender,,3.0,252.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Naumcheski,Stefan,24.0,,North Macedonia,Akademija Pandev,Midfielder,,15.0,957.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,4.0,1.0,0.0,,,,,
First League,2023,Ivanovski,Zoran,24.0,,North Macedonia,Akademija Pandev,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Jankulov,Georgije,23.0,,North Macedonia,Akademija Pandev,Midfielder,,20.0,1786.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Mukanov,Filip,22.0,,North Macedonia,Akademija Pandev,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Kupanov,Filip,22.0,Gevgelija,North Macedonia,Akademija Pandev,Goalkeeper,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Franco,Nahuel Ismael,23.0,San Lorenzo,Argentina,Akademija Pandev,Defender,,16.0,1153.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,6.0,1.0,0.0,,,,,
First League,2023,Olaosebikan,Ibrahim Abiodun,24.0,,Nigeria,Akademija Pandev,Midfielder,,3.0,177.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Terziev,Spase,22.0,,North Macedonia,Akademija Pandev,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Vrgov,Slave,18.0,Strumica,North Macedonia,Akademija Pandev,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Velkov,Andrej,18.0,,North Macedonia,Akademija Pandev,Defender,,12.0,386.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Ristovski,David,18.0,,North Macedonia,Akademija Pandev,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Miloshevikj,Lazar,19.0,,North Macedonia,Akademija Pandev,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Zajić,Dimitrije,29.0,,Serbia,Sileks,Midfielder,,17.0,926.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Marong,Ousman,25.0,,Gambia,Sileks,Midfielder,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Milosavljević,Stefan,32.0,Kragujevac,Serbia,Sileks,Midfielder,,20.0,1319.0,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Šubert,Ivan,31.0,,Serbia,Sileks,Midfielder,,19.0,1625.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Kalanoski,Antonio,30.0,,North Macedonia,Sileks,Attacker,,21.0,1141.0,7.0,7.0,7.0,,,7.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Serafimovski,Viktor,29.0,,North Macedonia,Sileks,Midfielder,,19.0,1496.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,1.0,,,,,
First League,2023,Richkov,Andrej,26.0,,North Macedonia,Sileks,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gjorgjievski,Marko,24.0,,North Macedonia,Sileks,Attacker,,18.0,1233.0,3.0,3.0,3.0,,,7.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Lazarevikj,Stefan,27.0,,North Macedonia,Sileks,Midfielder,,20.0,1548.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Ignatov,Leonid,22.0,Skopje,North Macedonia,Sileks,Midfielder,,14.0,467.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Manasievski,David,23.0,Kumanovo,North Macedonia,Sileks,Midfielder,,12.0,321.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Trako,Muharem,21.0,,Bosnia and Herzegovina,Sileks,Defender,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Poposki,Dimitrij,22.0,,North Macedonia,Sileks,Midfielder,,18.0,1226.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Janevski,Igor,20.0,,North Macedonia,Sileks,Midfielder,,7.0,413.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Angjeleski,Darko,25.0,Prilep,North Macedonia,Sileks,Midfielder,,20.0,1358.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Masevski,Damjan,23.0,Skopje,North Macedonia,Sileks,Attacker,,4.0,42.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Petrov,Panche,20.0,Skopje,North Macedonia,Sileks,Attacker,,3.0,73.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Nejkovski,Martin,20.0,,North Macedonia,Sileks,Midfielder,,2.0,17.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Efremov,Gligorche,19.0,,North Macedonia,Sileks,Midfielder,,1.0,7.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Mateski,David,18.0,,North Macedonia,Sileks,Midfielder,,1.0,29.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Todorov,Mile,25.0,,North Macedonia,Tikveš,Midfielder,,18.0,1418.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Nikolič,Miloš,35.0,Svilajnac,Serbia,Sileks,Defender,,20.0,1594.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Spirkoski,Blagoja,28.0,Prilep,North Macedonia,Tikveš,Midfielder,,14.0,1168.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2023,Stojkoski,Kristijan,33.0,,North Macedonia,Tikveš,Attacker,,3.0,262.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Bozhinovski,Daniel,35.0,,North Macedonia,Sileks,Goalkeeper,,11.0,960.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Eftimov,Kristijan,25.0,Skopje,North Macedonia,Sileks,Defender,,19.0,1105.0,7.0,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Santos Silva,Luan,32.0,Salvador,Brazil,Tikveš,Attacker,,3.0,237.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Spahiu,Ediz,23.0,,North Macedonia,Tikveš,Attacker,,15.0,1236.0,1.0,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Andov,Matej,23.0,,North Macedonia,Sileks,Goalkeeper,,10.0,900.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Mihailov,Filip,26.0,,North Macedonia,Tikveš,Midfielder,,19.0,865.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Petkovski,Stojan,28.0,,North Macedonia,Tikveš,Midfielder,,7.0,140.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2023,Varelovski,Aleksandar,36.0,,North Macedonia,Tikveš,Midfielder,,17.0,1401.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,1.0,,,,,
First League,2023,Puzirevskis,Artjoms,21.0,,Latvia,Tikveš,Attacker,,2.0,25.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Todorov,Martin,21.0,,North Macedonia,Tikveš,Midfielder,,17.0,1023.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Rajkov,Bojan,26.0,,North Macedonia,Sileks,Defender,,11.0,553.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,
First League,2023,Tasev,Danail,22.0,,North Macedonia,Tikveš,Midfielder,,16.0,403.0,12.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Churlinov,Kristijan,23.0,,North Macedonia,Sileks,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Mitkov,Kjire,22.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Spasov,Gjoko,18.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Amadio Graffin,Adrien Gabriel,20.0,Winfield,USA,Tikveš,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Mojsov,Daniel,37.0,Kavadarci,North Macedonia,Tikveš,Defender,,15.0,1347.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,7.0,0.0,1.0,,,,,
First League,2023,Danoski,Zoran,34.0,Prilep,North Macedonia,Tikveš,Midfielder,,3.0,208.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Menezes Bandeira Neto,Roberto,28.0,,Brazil,Tikveš,Midfielder,,3.0,194.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Stoimenovski,Oliver,25.0,,North Macedonia,Tikveš,Defender,,7.0,558.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
First League,2023,Karcheski,Daniel,32.0,,North Macedonia,Tikveš,Midfielder,,16.0,1377.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,2.0,,,,,
First League,2023,Rener,Arian,25.0,,Slovenia,Tikveš,Goalkeeper,,6.0,540.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Dimovski,Stojan,42.0,Skopje,North Macedonia,Tikveš,Goalkeeper,,15.0,1350.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Ćubara,Almir,27.0,,Bosnia and Herzegovina,Tikveš,Defender,,2.0,154.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Rizov,Kristijan,28.0,,North Macedonia,Tikveš,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Kocev,Aleksandar,21.0,,North Macedonia,Tikveš,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Stojkov,David,23.0,Strumica,North Macedonia,Tikveš,Defender,,1.0,1.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Donchev,Gligor,26.0,Strumica,North Macedonia,Tikveš,Midfielder,,17.0,1056.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Mirchevski,Teodor,23.0,,North Macedonia,Tikveš,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Maleski,Hristijan,22.0,,North Macedonia,Tikveš,Midfielder,,2.0,22.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Gjorgjiev,Igor,26.0,,North Macedonia,Tikveš,Midfielder,,5.0,44.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Damjanoski,Blazhe,20.0,,North Macedonia,Tikveš,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Shikov,Gligor,20.0,,North Macedonia,Tikveš,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kostadinov,Neven,18.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Memov,Bojan,19.0,,North Macedonia,Tikveš,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Stojanov,Jovan,18.0,,North Macedonia,Tikveš,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Atiemwen,Iyayi Believe,28.0,Ogbe,Nigeria,KF Gostivari,Attacker,,13.0,1053.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Potuk,Alper,33.0,Afyonkarahisar,Türkiye,KF Gostivari,Midfielder,,18.0,1433.0,4.0,4.0,4.0,,,6.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Slišković,Petar,33.0,Sarajevo,Croatia,KF Gostivari,Attacker,,3.0,70.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Meißner,Thomas,33.0,Schweinfurt,Germany,KF Gostivari,Defender,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kehinde,Olanrewaju Muhammed,30.0,Lagos,Nigeria,KF Gostivari,Attacker,,13.0,1121.0,0.0,0.0,0.0,,,7.0,,,,,,,,,,,,,,,,,4.0,0.0,1.0,,,,,
First League,2023,Gjurgjevikj,Fahrudin,32.0,Skopje,North Macedonia,KF Gostivari,Attacker,,4.0,228.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Zuka,Fisnik,29.0,,North Macedonia,KF Gostivari,Midfielder,,14.0,956.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Timovski,Angelche,30.0,,North Macedonia,KF Gostivari,Defender,,8.0,553.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,
First League,2023,Alhassan,Adamu Ibrahim,24.0,Nasarawa,Nigeria,KF Gostivari,Midfielder,,19.0,1502.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,
First League,2023,Ivanovski,Ivan,29.0,,North Macedonia,KF Gostivari,Attacker,,3.0,152.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Fetai,Imran,22.0,,North Macedonia,Tikveš,Defender,,16.0,1359.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
First League,2023,Takahara,Masaaki,29.0,,Germany,KF Gostivari,Attacker,,15.0,793.0,6.0,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Kirovski,Andrej,25.0,,North Macedonia,KF Gostivari,Defender,,9.0,643.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Dervishi,Enis,27.0,,North Macedonia,KF Gostivari,Attacker,,10.0,647.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Krstevski,Viktor,22.0,Skopje,North Macedonia,KF Gostivari,Defender,,11.0,869.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Kalkan,Berat,21.0,İstanbul,Türkiye,KF Gostivari,Midfielder,,1.0,17.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Abazi,Rejjan,22.0,,Canada,KF Gostivari,Attacker,,5.0,244.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Abazi,Anid,22.0,,North Macedonia,KF Gostivari,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Jusufi,Nijaz,21.0,,North Macedonia,KF Gostivari,Attacker,,1.0,86.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Jonus,Rustu,22.0,,North Macedonia,KF Gostivari,Midfielder,,16.0,1041.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Ersu,Erten,30.0,İstanbul,Türkiye,KF Gostivari,Goalkeeper,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Çinari,Eraldo,28.0,Shkodër,Albania,Shkendija,Attacker,,20.0,1743.0,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2023,Dita,Bruno,31.0,Tiranë,Albania,Shkendija,Midfielder,,19.0,1127.0,6.0,6.0,6.0,,,4.0,,,,,,,,,,,,,,,,,4.0,0.0,1.0,,,,,
First League,2023,Aganspahić,Almir,28.0,Sarajevo,Bosnia and Herzegovina,Shkendija,Attacker,,20.0,1324.0,6.0,6.0,6.0,,,7.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Bilali,Amir,30.0,Gostivar,North Macedonia,KF Gostivari,Defender,,15.0,1232.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Qaka,Kamer,29.0,Pejë,Kosovo,Shkendija,Midfielder,,18.0,1400.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Totre,Ennur,28.0,Tetovo,North Macedonia,Shkendija,Midfielder,,19.0,1454.0,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Shala,Adenis,26.0,,Kosovo,Shkendija,Attacker,,15.0,920.0,6.0,6.0,6.0,,,5.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,
First League,2023,Krasniqi,Endrit,30.0,Suharekë,Kosovo,Shkendija,Midfielder,,19.0,1692.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Abdula,Dzhelil,33.0,Tetovo,North Macedonia,KF Gostivari,Defender,,16.0,1237.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Ajdini,Rinor,24.0,Skopje,North Macedonia,KF Gostivari,Defender,,17.0,1062.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Ademi,Fiton,22.0,,North Macedonia,Shkendija,Attacker,,2.0,61.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Abazi,Bujar,24.0,,North Macedonia,KF Gostivari,Goalkeeper,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Ramadani,Florent,24.0,,North Macedonia,Shkendija,Midfielder,,2.0,30.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Krstevski,Vane,21.0,,North Macedonia,Shkendija,Midfielder,,3.0,60.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
